title,date,text
MINISTRO GILMAR MENDES VÊ FRAUDE NAS CONTAS DA CAMPANHA DE DILMA,,"
	Manifestação gravíssima do ministro sobre as contas da campanha da presidente e sobre o desprepara do TSE. "
EVO MORALES AMEAÇA O BRASIL EM DEFESA DE DILMA E DO PT,,"
	O aloprado presidente boliviano mandou recado à oposição brasileira. Quem não se faz respeitar, acaba sendo desrespeitado a esse ponto. "
DROGAS - O STF VAI FAZER OUTRA DAS SUAS... ,,"
	Com Gilmar Mendes votando como votou, demos mais um passo na direção da liberação total das drogas."
"FOTOGRAFIA DO BRASIL DE HOJE, TIRADA HÁ 24 ANOS!",,"
	Ouça o que diz Ulysses Guimarães em entrevista a Jô Soares sobre o impeachment de Collor. Veja o quanto tudo se aplica ao Brasil neste momento. Ulysses morreu como um homem digno. Jô Soares virou cúmplice."
SILAS MALAFAIA RESPONDE ÀS AMEAÇAS DO PRESIDENTE DA CUT,,"
	E mostra a quem, de fato, elas se dirigem. Importante assistir."
DOMINGO TODOS ÀS RUAS,,"
	Temos muito a mostrar  e dizer a nós mesmos, aos nossos governantes e aos poderes do Estado."
"PRESIDENTE DA CUT PEDE ""IDA À RUA COM ARMAS NA MÃO"" SE TENTAREM DERRUBAR DILMA",,"
	Na frente da presidente da República, e sem qualquer contestação por parte dela, tendo ao fundo o painel da ""Pátria Educadora"", o presidente da CUT chama sem ""exército"" à luta armada!"
DEPUTADO RUSSO DENUNCIA CRIMES DE LÊNIN E STALIN E DESMORALIZA A BANCADA COMUNISTA,,"
	Legendas em Português."
LULA E JOSÉ DIRCEU - UMA LONGA HISTÓRIA DE CUMPLICIDADE,,"
	Excelente trabalho de coleta de imagens e vídeos, feita por Felipe Moura Brasil. São 15 minutos documentais, imperdíveis, nos bastidores da política interna e externa do Brasil."
"DIA 16, VEM PRA RUA",,"
	Vídeo motivacional"
JORNALISTA PAULO EDUARDO MARTINS ACONSELHA E DESAFIA JOSÉ DIRCEU ,,"
	Vale a pena assistir a convocação que Paulo Eduardo Martins faz a José Dirceu para entregar aqueles que o abandonaram."
"PARCELAR VENCIMENTOS APENAS DO PODER EXECUTIVO É ""LEGAL"". MAS NÃO É JUSTO. ",,"
	Comentário sobre as dificuldades fiscais do Rio Grande do Sul e injusta distribuição de suas consequências entre os poderes de Estado."
A PIOR DAS CORRUPÇÕES,,"
	Comentário sobre a Pedagogia do Oprimido e a desastrosa corrupção das mentes infantis e juvenis nas salas de aula do Brasil. "
"HANGOUT ""QUEREMOS NOSSO BRASIL DE VOLTA!""",,"
	Hangout ocorrido no dia 31 de julho, com Hermes Rodrigues Nery, Miguel Nagib, Percival Puggina e Lorde Clarke. Em debate, principalmente, a necessidade de ações concretas para impedir a militância esquerdista na Educação, uma das principais causas dos grandes problemas sociais, políticos e econômicos do país."
" BRASIL, DE CRISE EM CRISE VAMOS FICANDO PARA TRÁS",,"
	Será que a crise institucional que se avizinha, pela qual aguardamos como solução, vai nos levar de volta ao mesmo modelo institucional gerador de sucessivas crises, que não nos permite prosperar e promover o desenvolvimento social do país?"
"DINESH D'SOUZA EXPÕE HIPOCRISIA DE ESTUDANTE ""PROGRESSISTA""",,"
	Um debate sobre correção de ""injustiças históricas"" e ""ações afirmativas"" entre um estudante esquerdista e um conhecido autor católico e conservador. "
A MÍDIA CHAPA BRANCA CONTRA A NOVA DIREITA,,"
	Hangout com Olavo de Carvalho, Jair Bolsonaro, Beatriz Kicis de Sordis e Marcello Reis."
CONVOCAÇÃO PARA O 16 DE AGOSTO,,"
	Será um dia muito especial para aqueles que anseiam por um outro Brasil. (Vídeo do MBL)"
A ESSÊNCIA CONSERVADORA DO BRASIL,,"
	Palestra do prof. Hermes Rodrigues Nery sobre o papel salvador que o conservadorismo pode representar para o Brasil."
O SAMBA DE SWING NEGRO COM CHAPA BRANCA,,"
	Chinchila Productions, com Augustinho da Adelaide (música) e Felipe Moura Brasil (letra) denunciam, em samba, artistas que bajulam o governo petista e dele se beneficiam. Você verá muitos conhecidos puxa-sacos do governo petista, neste vídeo de 3 minutos."
MUITA COISA RUIM ACONTECE QUANDO O GOVERNO CRESCE ,,"
	Interessante reflexão sobre as perdas da sociedade com o crescimento do governo."
"DILMA E SEU ENCONTRO SORRATEIRO, INCONFESSÁVEL ",,"
	Comentário sobre o encontro de Dilma e Lewandowsky no seu esconderijo da cidade do Porto."
ALEXIS TSIPRAS RECEBE UM SERMÃO DE UM LIBERAL,,"
	Acompanhe o discurso do liberal Guy Verhofstadt, ex-primeiro ministro da Bélgica e atual líder da Aliança dos Democratas e Liberais pela Europa, no parlamento europeu, falando ao primeiro-ministro grego presente à sessão."
IRRESPONSABILIDADE FISCAL: UM CRIME COM 200 MILHÕES DE VÍTIMAS!,,"
	Comentário sobre as graves consequências da irresponsabilidade fiscal e a incrível tolerância da sociedade com o mau uso do seu dinheiro."
A FILOSOFIA DO PARTIDO REPUBLICANO - BILL WHITTLE,,"
	Durante o  Restauration Weekend, após a derrota para os democratas em 2012, Bill Whittle fala sobre os fundamentos filosóficos e os valores do Partido Republicano. Uma explanação brilhante."
"PAPA FRANCISCO, A TEOLOGIA DA LIBERTAÇÃO E OS MOVIMENTOS SOCIAIS",,"
	Comentário sobre aspectos da visita do Papa Francisco à países da América Ibérica."
"LULA, RÉU CONFESSO, AFIRMA SABER TUDO DA PETROBRAS",,"
	Um achado do jornalista Augusto Nunes. Neste vídeo, em viva-voz, perante risos da cúpula da Petrobras à época, confessa saber de tudo que acontece lá dentro."
"""PROFESSORES"" ASSIM SÃO PESSOAS PERIGOSAS",,"
	Professor da USP e consultor de ética da UNESCO defende a tese de que pedófilo é vítima da natureza e que pedofilia é uma forma incontrolável de amor."
MST DESTRUINDO REFLORESTAMENTO DA ARAUPEL EM QUEDAS DO IGUAÇU - PR,,"
	E há quem insista em denominá-los como ""movimentos sociais"", cultuando-os como agentes de uma vida em harmonia com a natureza."
OS FALSOS DEFENSORES DE DIREITOS HUMANOS ,,"
	Comentário sobre quatro funções objetivas da pena e o caráter subjetivo da ressocialização."
PADRE PAULO RICARDO FALA NO CONGRESSO SOBRE IDEOLOGIA DE GÊNERO,,"
	Exposição muito esclarecedora proporcionada por esse extraordinário presbítero católico a quem o Cristianismo, no Brasil, já muito deve."
"VEM PRA RUA, LULA!",,"
	Lula manda Dilma ir para a rua, defender o governo, mas ele mesmo vive se escondendo..."
DEPUTADA ÉRIKA KOKAY RECEBE UMA AULA DE RACIOCÍNIO LÓGICO DE SILAS MALAFAIA,,"
	Silas Malafaia aborda questões social e politicamente relevantes, especialmente sobre liberdade de opinião, Estado de Direito, Estado laico e função do parlamento, além, é claro, de demolir a interlocutora a ponto de ver-se obrigada a debandar do plenário."
"LULA FALA MAL DO BRASIL, DIZ QUE MENTE E RI DAS MENTIRAS ",,"
	Este vídeo mostra o Lula, numa reunião do Instituto Lula (ou será Instituto Pinóquio) vangloriando-se das próprias mentiras."
"PIOR DOS MUNDOS: GOVERNO PETISTA, OPOSIÇÃO TUCANA E GOVERNABILIDADE PEEMEDEBISTA",,"
	Quando não existe solução boa, a racionalidade manda descartar a pior. Essa norma se aplica à crise política brasileira. "
PROJETO DA NOVA LEI ORGÂNICA DA MAGISTRATURA AGRIDE A NAÇÃO,,"
	 Em matéria de Raquel Scheherazade para a Jovem Pan, conheça a nova investida do STF contra a sociedade pagadora de impostos. O projeto da nova LOMAN (Lei Orgânica da Magistratura Nacional) vai aos requintes de bondade para a magistratura e de maldade para os jurisdicionados,  cujos impostos, em 2013, custearam gastos de R$ 62 bilhões. A proposta avança muito além das prerrogativas inerentes aos cargos e vai direto aos mais requintados privilégios. "
IDEOLOGIA DE GÊNERO E DOUTRINAÇÃO,,"
	Hangout comandado por Rodolpho Loreto no canal Terça Livre, programa Boletim Livre. Gostei muito de fazer o programa. Espero que você também goste."
SENADORES BRASILEIROS NA VENEZUELA E A INSANÁVEL CONTRADIÇÃO DO GOVERNO PETISTA,,"
	Comentário sobre a tentativa de senadores brasileiros de visitar presos políticos venezuelanos punidos por uma ditadura que recebe irrestrito apoio do governo do PT."
PAULO RABELLO DE CASTRO,,"
	Importante depoimento do economista Paulo Rabello de Castro ao Roda Viva  evidenciando que a crise é do governo e do Estado, que joga seus efeitos sobre o setor produtivo da economia."
ESSE FALOU POR MIM,,"
	João Revolta mostra que, ao entrevistar Dilma da forma como o fez, Jô Soares se desmoralizou profissionalmente."
SESSENTA TONS DE VERMELHO (OU SESSENTA MOTIVOS PARA NÃO APOIAR O PT),,"
	Atendendo solicitação de leitores, volto a postar no site um vídeo que gravei no início de outubro do ano passado, listando sessenta motivos para não votar no PT. Esse vídeo, somando as várias repostagens, já teve mais de cem mil visualizações. Ao mesmo tempo em que o reproduzo o vídeo aqui, publico o texto original como artigo, atendendo reiteradas sugestões de leitores que me pedem para abrir a lista à inclusão de outras razões que apontam."
O MARXISMO ESTÁ DESTRUINDO A UNIVERSIDADE BRASILEIRA ,,"
	O que aconteceu na UFSM, com ação de alunos, funcionários e professores é resultado do alinhamento ideológico que domina o meio acadêmico brasileiro."
"PRESIDENTE DO TJ DE SÃO PAULO ""EXPLICA"" O AUXÍLIO MORADIA E SE EXPÕE AO RIDÍCULO",,"
	Assista a entrevista em que o desembargador diz que o auxílio moradia foi um disfarce para aumentar salário. "
SEGURANÇA PÚBLICA - O QUE RESOLVE E O QUE NÃO RESOLVE,,"
	O governo e as instituições do Estado adotam a pior política de segurança pública. A que nada faz!"
GILBERTO CARVALHO É ALVO DE PANELAÇO E APITAÇO EM BELO HORIZONTE,,"
	Durante evento de formação política na Faculdade Jesuíta de Belo Horizonte - FAJE - um grupo de alunos resolveu protestar. E deu no que se vê nesse vídeo..."
A QUE OU A QUEM SE DEDICAM AS INSTITUIÇÕES?,,"
	Breve comentário sobre um país onde os membros dos poderes de Estado parecem viver num outro mundo e numa outra realidade que não é a nacional, seja nos meios, seja nos fins."
OS INGÊNUOS ESTÃO NA CADEIA ALIMENTAR DOS MAL INTENCIONADOS ,,"
	O Brasil está sofrendo uma nova crise de omissão, que é filha primogênita da ingenuidade."
UM SHOPPING NO CONGRESSO NACIONAL,,"
	Comento a aprovação pela Câmara dos Deputados da proposta de uma PPP para construção de um Shopping Center junto ao Congresso Nacional."
FERNANDO HOLIDAY FALA SOBRE MAIORIDADE PENAL,,"
	Blogueiro líder do Movimento Brasil Livre fala sobre maioridade penal. Um vídeo para divulgar. Excelente exposição. Sensata e verdadeira."
FINANCIAMENTO PÚBLICO DE CAMPANHA EVITA CORRUPÇÃO?,,"
	De onde saiu essa ideia?"
"O ASSASSINO DO MÉDICO CARIOCA É ""MENOR INFRATOR""",,"
	E vai cumprir medidas sócio-educativas porque isso é, segundo o ECA uma questão de direitos humanos..."
"NÃO SE AJUDA A DEMOCRACIA ASSIM, CNBB!",,"
	Sobre os erros da CNBB quando se põe a apresentar soluções concretas a especificidades que nunca foram parte da missão da Igreja, como é o caso dos sistemas eleitorais."
ENTREVISTA TV AL RS - BLOCO IV,,"
	Neste bloco conversamos sobre a crise moral no Brasil."
ENTREVISTA À TV AL RS BLOCO III,,"
	Neste bloco, falamos sobre problemas e soluções institucionais para o Brasil"
DEPUTADO DO DEM/MS CAUSA GARGALHADAS AO CRITICAR O PT,,"
	O sujeito arrasa em menos de um minuto."
REVISTA CARTA CAPITAL É FINANCIADA PELO MINISTÉRIO DA EDUCAÇÃO,,"
	O prof. Alexandre Seltz denuncia o financiamento do FNDE à revista Carta Capital nas Escolas, de distribuição gratuita às escolas do país."
ENTREVISTA À TV DA ASSEMBLEIA LEGISLATIVA RS BLOCO II,,"
	Uma abordagem responsável sobre responsabilidade fiscal num país que cultua a irresponsabilidade como virtude."
DISCURSO FANTÁSTICO DO COORDENADOR DO MOVIMENTO BRASIL LIVRE,,"
	Que belo exemlo esses jovens estão dando ao país!"
"KIM KATAGUIRI, LÍDER DO MBL, BATE DE FRENTE COM MST E PT",,"
	Durante a marcha para Brasília, o líder do MBL falou na Câmara de Vereadores de Uberlândia e disse algumas verdades a líderes do MST e do PT que, ao longo do percurso, vêm tentando tumultuar a marcha. "
APRENDAMOS COM OS INGLESES,,"
	Comentário sobre a vitória de David Cameron e sobre as vantagens do voto distrital."
ENTREVISTA À TV DA ASSEMBLEIA LEGISLATIVA BLOCO I,,"
	Entrevistado pelo jornalista Milton Cardoso, neste bloco falamos sobre as dificuldades fiscais do RS."
A DERROTA DA DEMOCRACIA,,"
	Excelente trabalho, em conteúdo e qualidade técnica, elaborado por Daison Paz, sobre as burlas e trampas a que foi submetida a democracia em nosso país."
O PT NÃO PRECISA EXPULSAR OS COMPANHEIROS CONDENADOS.,,"
	Todo condenado perde vários direitos, inclusive os direitos políticos."
UNS POUCOS ANOS DE COMUNISMO E A VENEZUELA FICOU ASSIM,,"
	O governo comunista que levou a Venezuela a esta situação tem incondicional apoio do governo petista, para o que der e vier."
PROCURADOR DENUNCIA PROPAGANDA IDEOLÓGICA EM SALAS DE AULA,,"
	Dr. Miguel Nagib, em entrevista durante Fórum em Cascavel, que tratou sobre Ética, Família e Educação, denuncia a inconstitucionalidade da doutrinação ideológica que está em curso na rede de ensino do país."
"O QUE É MAIS IMPORTANTE? PARA A MÍDIA, IMPORTANTE NÃO FOI O PANELAÇO, MAS ONDE ELE ACONTECEU... ",,"
	Veja por que essa obstinação em caracterizar as reações ao governo petista como coisa de uma determinada ""classe social"""
TOFFOLI NÃO PODE JULGAR OS RÉUS DA LAVA JATO,,"
	Somente uma enorme omissão do STF, da mídia, da OAB, do Congresso Nacional e da opinião pública pode explicar que o ministro Toffoli consiga, mesmo, julgar os réus da Lava Jato. Será que nossas instituições perderam todo senso moral?"
O PT ENTRA EM GUERRA,,"
	Fulminante comentário sobre o Caderno de Teses divulgado pelo PT."
COMO TUDO COMEÇOU EM CURITIBA,,"
	Na clandestinidade, assaltavam bancos. Nos sindicatos, não respeitam a lei. No governo, menos ainda. Qual é a novidade?"
BANDA LOKA LIBERAL PROTESTA CONTRA DILMA EM PORTO ALEGRE,,"
	Essa banda tem feito o ""agito"" nas grandes mobilizações de Porto Alegre contra o governo petista. Desta vez, foi diante da casa onde pretendia passar o feriadão na capital gaúcha. Dilma não aguentou e voltou para Brasília ainda no sábado."
"CONTRATADO PELA ITAIPAVA, LULA FALA E NINGUÉM DÁ BOLA",,"
	Contratado para palestra em fábrica de cerveja Lula é solenemente ignorado pelo público. Na opinião do jornalista Augusto Nunes, Lula hoje não consegue nem vender cerveja."
"A ""ZELITE"" DO LULA E A QUE O BRASIL PRECISA",,"
	Certamente a ""zelite"" que o Lula detesta e ""criminaliza"" é a elite que ele conhece, da qual ele e os seus fazem parte. Esta convocação vai para a outra parte da elite. Aquela de que todo país necessita."
"MARGARET THATCHER: ""NÃO EXISTE ESSA COISA DE DINHEIRO PÚBLICO""",,"
	Em dois minutos uma aula de responsabilidade fiscal que se tivesse sido aprendida pelos governos petistas, o Brasil não estaria na situação em que está. Em dois minutos, ela proclama a racionalidade da qual o PT sempre zombou."
"PALESTRA SOBRE ""INVOLUÇÃO CULTURAL NO BRASIL""",,"
	Síntese, em 40 min, da palestra que fiz em 17/04/2015 ao Instituto Pelotense de Estudos Conservadores. "
"NA COLÔMBIA, COMO AQUI: A ""EDUCAÇÃO SEXUAL"" É INSTRUMENTO DA REVOLUÇÃO.",,"
	Quando o Olavo de Carvalho escrevia sobre isso, dizia-se que era ""teoria da conspiração""..."
CAIADO CRITICA CADERNO DE TESES DO PT,,"
	Um pronunciamento esclarecedor sobre as propostas do PT para continuar no poder mesmo tendo perdido todas as condições políticas e morais para continuar a exercê-lo."
"PROFESSORES MARXISTAS, PEDÓFILOS DA PEDAGOGIA! ABUSADORES DE MENTES JUVENIS!",,"
	A imensa e revoltante máquina de produzir atraso e destruir mentes juvenis que opera nas salas de aula do Brasil."
UNIVERSITY OF TEXAS AT AUSTIN 2014 ,,"
	Orador: Admiral William H. McRaven"
HINO DO IMPEACHMENT,,"
	Impeachment está na Constituição."
E O PAPA FRANCISCO PRESTIGIA ESSE MARXISTA LENINISTA!,,"
	Impossível entender a acolhida que a Santa Sé e o Papa Francisco prestaram a esse sujeito que propôs canonizar Santo Antônio... Gramsci. E que, se pudesse, acabava com o Brasil, com a Argentina, fazendo da América Ibérica uma grande república comunista."
UM GRITO POR RESPEITO DA CIDADANIA PAGADORA DE IMPOSTOS ,,"
	Excelente e motivador brado de revolta em forma de rap. Imformam-me ser de autoria de um certo Gabriel Pensador."
A RESISTÊNCIA NO CONGRESSO CONTRA O GOVERNO PT - RONALDO CAIADO,,"
	Em ato com grupos de resistência democrática, Caiado assegura a disposição das oposições ao PT de investigar o governo e apoiar o processo de impeachment."
AS LIÇÕES DO DIA 12 DE ABRIL,,"
	Minhas reflexões sobre a esplêndida manifestação do Brasil no dia 12 de abril."
CPI DO PETROLÃO - CARLOS SAMPAIO INTERROGA VACCARI,,"
	Muito bom!"
MARCHA PARA 12 DE ABRIL - JUCA CHAVES,,"
	Motivação para fazermos no dia 12 de abril a maior manifestação popular contra um governo que o Brasil já proporcionou. Para saber que o governo está preocupado basta ver tudo que ele faz para desmerecer as manifestações e confrontá-las com os movimentos que ele antigamente comandava numestalo de dedos. Hoje nem isso mais ele tem."
MENSAGEM DE PÁSCOA DO PRIMEIRO MINISTRO BRITÂNICO DAVID CAMERON,,"
	Os britânicos acordaram neste domingo de Páscoa com uma mensagem (polêmica para alguns ateus) do seu primeiro-ministro com votos de uma boa Páscoa. Este vídeo ilustra a diferença entre líderes conservadores, que se preocupam com toda a base de sustentação histórica e filosófica por detrás da construção de sua cultura, em comparação com a atividade destrutiva dessas bases dos líderes ditos progressistas. "
DOUTRINAÇÃO POLÍTICA E IDEOLÓGICA NAS ESCOLAS - AUDIÊNCIA PÚBLICA 24/03/2015,,"
	Este evento, embora longo, documenta o ato mais significativo até agora realizado, e muito desejado, por quem quer melhorar a qualidade da educação brasileira, começando por acabar com os maus usos da sala de aula e abusos praticados por educadores que se valem de sua autoridade não para ensinar, mas para criar alunos à sua imagem e semelhança. A audiência pública, na Comissão de Educação, foi uma conquista do movimento Escola sem Partido."
"A ""MARAVILHOSA"" SEGURIDADE SOCIAL CUBANA",,"
	A TV cubana está exibindo um comercial (gravado em péssimas condições de um televisor dos anos 70) sobre a ""maravilhosa"" seguridade social cubana. Assista-o aqui: http://youtu.be/WQJy1RElXzc."
A VOZ ENÉRGICA DE UM CIDADÃO NEGRO QUE REJEITA O DIVISIONISMO INSTITUÍDO PELO PT ,,"
	Vale a pena assistir este vídeo em que um cidadão negro e pobre assume sua responsabilidade cívica e política e solta o verbo convocando o Brasil para as manifestações do dia 12 de abril."
FORO DE SÃO PAULO - O INIMIGO NÚMERO UM,,"
	Um breve, mas útil, resumo de informações e opiniões sobre o Foro de São Paulo, essa criatura de Lula e Fidel Castro que hoje assombra a América Latina."
KIM KATAGUIRI (19 ANOS) DETONA JEAN WYLLYS E O DESAFIA PARA UM DEBATE,,"
	O debate jamais será aceito, obviamente. Em nenhuma das formas propostas. Mas o vídeo vale pela escrachinada  que o jovem, com elegância e segurança,  dá no deputado bobalhão."
PROTESTOS DE RUA EM CUBA E DETENÇÃO DE JORNALISTAS FINLANDESES,,"
	As jornalistas Jessica Stolzmann, Jaana Kanninen e o cinegrafista Oscar Romero que trabalhavam em equipe para a Radio Televisão Nacional da Finlândia foram detidos enquanto gravavam estas cenas de um protesto público, no último dia 3 de março em Havana. Posteriormente foram liberados por um funcionário do serviço de imigração. Das manifestantes nada mais se sabe."
PENSANDO O BRASIL - GASTO PÚBLICO,,"
	Excelente vídeo! Especialistas falam sobre o gasto público brasileiro, seus problemas, e melhores alternativas para orientá-lo. "
ESTRONDOSA VAIA A MIGUEL ROSSETTO NO CONGRESSO DA UNE ,,"
	Um ciclo se encerra. O muro de Berlim também caiu de podre e a grito."
"Rir pra não chorar! Impeachment, PT, Lula, Dilma, Stédile, MST, FHC, Mensalão, Petrolão",,"
	Imperdível. Esse governo é uma coleção de idiotices. Vale a pena assistir. Refresca a memória, diverte e motiva."
"POR QUE MENTEM, ROUBAM E SÃO INCORRIGÍVEIS ",,"
	Há um problema de caráter autorizando que todos os malefícios sejam perpetrados."
"O TRIUNFO DO MARXISMO CULTURAL - Olavo de Carvalho, Cliff Kincaid e Jerry Kenney",,"
	Olavo de Carvalho conversa com Cliff Kincaid e Jerry Kenney a respeito da penetração cultural do marxismo nos Estados Unidos, no Brasil e no mundo, o Foro de São Paulo e a relação do PT com as ditaduras comunistas do continente, o caráter fraudulento das eleições brasileiras de 2014, o papel ideal do cristianismo e da Igreja Católica no bloqueio das várias tiranias mundiais em desenvolvimento e sobre seu debate. "
LOUCURAS BOLIVARIANAS - EXERCÍCIOS POPULARES DE DEFESA CONTRA ATAQUES NORTE-AMERICANOS,,"
	Grupos ""cívico-militares"" sob comando das Forças Armadas venezuelanas ensaiam durante um ataque simulado, formas de proteção da população em caso de ofensiva aéreo-terrestre por tropas norte-americanas. A TV transmite como parte do treinamento. Uma comédia que o Obama estimulou ao manifestar sua preocupação com as possíveis consequências do ódio que  governo comunista do país está suscitando contra os Estados Unidos."
DILMA NÃO COMERÁ O PERU DE NATAL NO PLANALTO,,"
	O colunista de VEJA Marco Antonio Villa aposta que Dilma não termina o ano na Presidência da República. E, inspirado pelos ganhos de José Dirceu, lança o programa social ""Minha cela, minha consultoria"". ""Se o doleiro Youssef falar na CPI da Petrobras, Dilma cai"","
OLAVO NO CONCLAVE DE WASHINGTON,,"
	Palestra de Olavo de Carvalho sobre como o Brasil virou no que virou, as ideias que o levaram a isso e as pessoas e organizações que conduziram o desastre. "
"ENTREVISTA DE 2004 SOBRE ""A TRAGÉDIA DA UTOPIA""",,"
	Entrevista ao programa Midia sem Mascara na TV. Estou sendo entrevistado sobre Cuba e o livro que escrevi a respeito, ao lado do grande e saudoso  José Monir Nasser. Fala-se muito também sobre o Brasil e ideias que continua fazendo imenso dano ao Brasil."
"PUGGINA, LOBÃO, THOMAS GIULLIANO E DIEGO CASAGRANDE",,"
	Uma conversa solta e esclarecedora sobre a situação nacional. Coragem cívica para enfrentar os poderosos da República."
INSTITUTO LULA OU INSTITUTO PINÓQUIO,,"
	Lula mente, diz que mente e ri das próprias mentiras sobre o Brasil."
"DEMAGOGOS, POPULISTAS, CALOTEIROS",,"
	A demagogia, os privilégios a corrupção saem do nosso bolso porque o Estado não tem um centavo que seja dele mesmo."
TV AMERICANA IRONIZA SITUAÇÃO DE DILMA,,"
	Simplesmente imperdível. Verdadeiro, certeiro e muito engraçado. "
O DEP. ONIX LORENZONI DIZ A SÉRGIO GABRIELLI TUDO QUE ELE TINHA QUE OUVIR.,,"
	Quem não assistiu a essa sessão da CPI deve, ao menos, assistir este vídeo."
NÃO SOMOS CEGOS NEM MUDOS. AS RAZÕES DO IMPEACHMENT.,,"
	Descrevo neste vídeo os motivos pelos quais uma nação que se respeite não pode ficar impassível ante tamanha improbidade. O impeachment é a solução viável porque emendar-se o governo não vai."
FHC É ALIADO ESTRATÉGICO DO PT,,"
	Lúcido comentário e José Nivaldo Cordeiro, que todos deveriam assistir, a começar pelos membros do Congresso Nacional."
DILMA É SONORAMENTE VAIADA HOJE AO INAUGURAR FEIRA EM SÃO PAULO,,"
	Presidente, pede para sair, presidente. O teatro acabou, o pano caiu, agora só tem vaia."
"A INTEGRAÇÃO QUE ELES QUEREM NÃO É ECONÔMICA OU SOCIAL, MAS POLÍTICA E IDEOLÓGICA",,"
	Assista esse vídeo, são 16 min., e tome conhecimento do fanatismo que se entranha no país com conceitos supranacionais, que nada têm a ver com integração social ou econômica, mas com integração ideológica e política."
15 DE MARÇO - O VÍDEO DO VEMPRARUA,,"
	Vídeo de convocação, motivador, bem feito e no tom certo. Vamos multiplicar."
PT E CNBB 35 ANOS DE UNIÃO ESTÁVEL,,"
	A união estratégica entre o PT e a CNBB já passou dos limites."
A GUERRA CIVIL NO BRASIL -   Alexandre Garcia,,"
	Alexandre Garcia afirma o que nossas autoridades se recusam a admitir. A criminalidade declarou guerra à nação e está fazendo com que tenhamos mais vítimas aqui do que em países que estão em conflito militar armado."
"O TELEFONEMA DE GILMAR MENDES PARA SILVAL BARBOSA, ENTÃO GOVERNADOR DO MT, INVESTIGADO PELA PF",,"
	Veja se isso é conversa que um ministro do STF mantenha com um governador preso em flagrante. A conversa foi gravada pela Polícia Federal, com autorização do STF. Leia a reportagem: http://glo.bo/1DJGaLi"
"SMARTMATIC,UNA EMPRESA CRIMINAL PARA ROBAR ELECCIONES",,"
	Descrição minuciosa sobre a influência da empresa Smartmatic em eleições na América Latina."
PAIS E FILHOS DE ESQUERDA,,"
	Belo trabalho do Felipe Moura Brasil. É quase um grito de dor ante o que fazem com a cabeça do povo brasileiro."
MARCO ANTONIO VILA FALA SOBRE TRADIÇÃO AUTORITÁRIA NA REPÚBLICA BRASILEIRA,,"
	Excelente, verdadeira e honesa exposição sobre nossa história republicana, com ênfase para o período iniciado em 1964."
"HANGOUT THOMAS, LOBÃO, DIEGO, PUGGINA",,"
	Uma avaliação sobre as perspectivas sociais e políticas do ano de 2015. Uma realização da meritória equipe da Civilização Ocidental, sob o comando de Thomas Giulliano."
LULA AMEAÇA POPULAÇÃO ORDEIRA COM O EXÉRCITO DE STÉDILE,,"
	Em ato de gangsterismo político, Lula faz ameaças visando coibir manifestações contrárias ao governo!"
ENTENDA AS VANTAGENS DO VOTO DISTRITAL ,,"
	A reforma política de que se está falando não altera substancialmente a regra do jogo nem a motivação de candidatos e eleitores. O perfil corporativo da Câmara permanece. A reforma que muda a qualidade exige voto distrital e separação entre Estado, governo e Administração, impedindo o governo de instrumentalizar partidariamente o Estado, a Administração e as empresas estatais."
MADURO PRENDE PREFEITO DE CARACAS E LULA ELOGIA A MODELAR DEMOCRACIA VENEZUELANA,,"
	Venha pra rua, você também. Não dá mais para aguentar."
MUDANÇA VIA SEDEX E A CONTA É SUA...,,"
	Caminhão da EBCT flagrado em Varginha, MG, servindo para carreto de mudança."
LULA DIZ QUE NÃO TERIA CHEGADO AO PODER SEM OS CUBANOS E QUE NÃO HAVERÁ RETROCESSO NA REVOLUÇÃO,,"
	Vejam a reverência de Lula ao regime dos irmãos Castro. Eles primeiro afundaram Cuba, depois afundaram a Venezuela. E agora são modelo para o PT, para Lula e para o Brasil, na tal Pátria Grande do Foro de São Paulo..."
VIDEO DE DIVULGAÇÃO 15 DE MARÇO - TRABALHO PROFISSIONAL!,,"
	Novo vídeo de divulgação. Ainda melhor do que o anterior. Vamos divulgar e compartilhar. Realmente bem feito e o símbolo é perfeito. Deveríamos buscar patrocínio para essas peças para divulgação, providenciar os adesivos, etc. Vejam que interessante!"
BOLSONARO COMENTA O ESTATUTO DO PRESIDIÁRIO,,"
	O Estatuto do Presidiário é o PL 2230/2011, de autoria do deputado Domingos Dutra, PT. Esse projeto, com seus delírios ""garantistas"" vem tramitando normalmente na Câmara dos Deputados. Como acontece no final de cada sessão legislativa, com matérias em tramitação ainda não aprovadas, foi arquivado no dia 31 de janeiro deste ano. Mas logo será desarquivado e retoamará a tramitação normal. Vale a pena conhecer esse absurdo. "
15 DE MARÇO - O VÍDEO DO VEM PRÁ RUA VOCÊ TAMBÉM!,,"
	Vídeo de convocação, motivador, bem feito e no tom certo. Vamos multiplicar."
LULA DEFENDE O INSTITUTO DO IMPEACHMENT,,"
	Depois do YouTube a charlatanice ficou mais complicada..."
DEPUTADO ONIX LORENZONI DENUNCIA POUPANÇA MACABRA DE DILMA,,"
	Dilma quer fazer caixa inclusive com as inocentes vítimas da criminalidade que o governo não combate. Coisa de Dilma, a mentirosa, depois de ""vencer"" a eleição..."
